Customer ID,Date,F14,Order Number,Product Category,Product Line,Product Name,Size,SKU,F12,F13,Price,Quantity,Sales
3f444056-2da3-4ded-9481-c0dd4d6a3029,17/03/2019,,TF3-7284-4263-6585,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,2,50.96
a524bba6-c632-4e67-85a8-75c6f7150dfa,18/03/2019,,TI9-8009-3658-7140,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,3,117.72
f6c07eac-fcae-4b09-97c9-6a01ae38825b,21/03/2019,,HJ7-2172-3544-8150,bedding,cat,Chomp-a Plush,,058G0P7V60,,,29.66,1,29.66
67ea4fff-dd62-4b29-bc87-19671d584651,21/03/2019,,A7Q-8664-0516-3933,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,3,73.59
720d27de-956f-4571-bf06-f4bed6e1732b,26/03/2019,,UE4-0371-6880-7040,toy,cat,Purr Mix,,MPH6SCD7UT,,,26.95,2,53.9
5612c22f-a081-4d03-822d-449ab1e7ae6f,29/03/2019,,BLC-6715-6652-8279,treat,dog,Chewie Dental,,CG3531YP08,,,38.17,2,76.34
3ad0be32-a421-494e-a800-5300e9e3ef82,29/03/2019,,69B-8579-7900-1555,bedding,dog,Reddy Beddy,small,KDTMPSBZKZ,,,13.84,1,13.84
e2b695c8-bf79-46d5-9455-f53f68562af2,31/03/2019,,5ZR-4930-9569-1000,treat,cat,Reddy Beddy,,RKAPY3I1TP,,,39.55,2,79.1
4cb08e07-9702-4a28-93ed-723f3d141079,01/04/2019,,AR3-8002-1603-9598,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,3,73.59
29cec00b-b9ef-45de-af94-f5231986ea36,07/04/2019,,0NV-9141-7747-8049,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,2,53.9
b6caeecb-c92b-4944-b026-921c1008e407,14/04/2019,,GHY-8575-0972-0943,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,3,88.41
d3007de5-e5c1-42b6-bae6-7f66b445144c,16/04/2019,,W7D-8546-4966-0373,treat,cat,Tuna Tasties,,A8SU9C4GLF,,,14.53,2,29.06
d3007de5-e5c1-42b6-bae6-7f66b445144c,16/04/2019,,W7D-8546-4966-0373,bedding,dog,Reddy Beddy,large,DJWE1V9LZK,,,23.07,2,46.14
2636a973-0a46-4233-87d6-ce5a19bf0058,18/04/2019,,74O-7939-4422-4135,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,1,39.24
N/A,18/04/2019,,O3X-7590-8873-7538,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,3,51.48
0cf58e59-487f-498b-b240-329fdc881af9,24/04/2019,,HUB-8716-8220-4224,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,2,72.6
8978863e-2679-40d3-8635-5b3ef4f36bf8,24/04/2019,,55Z-0643-3452-0578,treat,cat,Reddy Beddy,,RKAPY3I1TP,,,39.55,1,39.55
543a9164-7b05-4195-af5d-b5741f0efe91,06/05/2019,,1L9-7976-4352-2432,toy,cat,Foozy Mouse,,8PYSMLYINS,,,10.8,3,32.4
500e6e76-12e9-425c-aaee-3a5f16153a55,10/05/2019,,YUS-3737-0554-8330,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,1,15.34
500e6e76-12e9-425c-aaee-3a5f16153a55,10/05/2019,,YUS-3737-0554-8330,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,3,76.44
149fe459-28f2-41e3-84a9-efc695cfcef9,11/05/2019,,6V6-5054-5972-6803,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,1,24.53
N/A,18/05/2019,,TZ0-9472-4859-1531,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,2,49.06
9d92f453-84ec-4beb-acc1-2b9d1cce8910,21/05/2019,,5GV-6876-7635-4506,treat,dog,Purr Mix,,CG3531YP08,,,38.17,2,76.34
f39ac4cb-6b6b-4ca2-b028-10410f522aa7,21/05/2019,,9WI-5161-3299-3568,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,1,39.55
c0b263c4-6c60-42c4-9d72-522982ca55f3,24/05/2019,,7K8-7630-3319-4712,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,1,21.82
c0b263c4-6c60-42c4-9d72-522982ca55f3,24/05/2019,,7K8-7630-3319-4712,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,3,76.44
dacffbd7-f9c1-4030-a9c4-772e61cfb511,27/05/2019,,KIK-7764-0319-4228,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,3,65.46
0736e7af-7328-4d83-83fe-41c14b876a94,31/05/2019,,YMF-5336-1248-7988,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,3,65.46
00c30446-d919-4705-8348-72c830daecc1,03/06/2019,avg,5JP-6492-2648-2186,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,1,29.66
d66afc38-8750-4860-9f78-13fa90af20f3,03/06/2019,25.9118,5TV-3916-4350-8099,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,3,59.88
abbb12d6-c95b-45dc-816c-eceaa39603e8,06/06/2019,,269-9595-0109-8368,bedding,cat,Snoozer Hammock,,V4B4RNS3ZP,,,34.38,3,103.14
c49dced9-6247-480d-bd32-bd0c22a12dd3,09/06/2019,,3Y9-9273-2620-9510,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,3,51.48
4b7833ae-f6b8-4aaa-9957-299aba52e481,20/06/2019,,YD0-8178-8226-2346,toy,cat,Foozy Mouse,,8PYSMLYINS,,,10.8,3,32.4
49d51a2d-83d1-43eb-a856-37ba73cff852,20/06/2019,,1NH-9182-3837-7124,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,2,61.26
49d51a2d-83d1-43eb-a856-37ba73cff852,20/06/2019,,1NH-9182-3837-7124,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,3,108.9
ea312d55-2d53-4d0b-99f4-f7b7b1080d53,21/06/2019,,4NO-4457-3432-9108,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,3,118.65
6b63708c-8ac3-4d13-b3b2-bc0526879479,25/06/2019,,6W2-3863-8999-5706,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,2,58.94
ae46598d-ceab-4f3b-bc6a-e3a30014bd94,30/06/2019,,KGA-9818-3253-4157,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,2,58.94
6cb2df70-b4e9-41c6-8b90-a375376c55dd,30/06/2019,,VXJ-7724-4518-8390,toy,cat,Fetch Blaster,,W86BRJ9SSG,,,39.32,3,117.96
0dfc57d3-a1f0-466f-a89c-36b4b932a3f0,06/07/2019,,UVY-9948-3855-2041,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,3,88.98
0dfc57d3-a1f0-466f-a89c-36b4b932a3f0,06/07/2019,,UVY-9948-3855-2041,treat,dog,Chewie Dental,,CG3531YP08,,,38.17,1,38.17
N/A,08/07/2019,,QXS-3817-6803-3259,bedding,dog,Snoozer Essentails,,GABWVMEL2R,,,28.04,1,28.04
4d9d5f2c-a50b-4bb0-af40-806b119a28e8,14/07/2019,,1LD-8684-7766-7200,toy,cat,Foozy Mouse,,8PYSMLYINS,,,10.8,1,10.8
914538e1-e135-4976-aa0e-7fe363165ea9,15/07/2019,,L46-8025-2625-8407,bedding,dog,Reddy Beddy,small,KDTMPSBZKZ,,,13.84,2,27.68
6a0166ac-a584-4e7c-b98d-cc57b637718b,20/07/2019,,KXG-2905-7776-8704,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,2,49.06
58bcde8c-2038-4cb6-bcb0-0df4bbc99759,21/07/2019,,148-7275-8810-6218,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,3,91.89
9cf29d34-6977-4b8f-a90c-ab917e848e53,22/07/2019,,MFB-1481-9396-0747,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,2,53.9
9cf29d34-6977-4b8f-a90c-ab917e848e53,22/07/2019,,MFB-1481-9396-0747,bedding,cat,Snoozer Hammock,,V4B4RNS3ZP,,,34.38,2,68.76
d63ce3da-22dd-46b6-b3e2-5281cdf6c0f2,27/07/2019,,0R0-5522-3689-6676,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
a14b1b75-f1c7-4160-b9c9-71525aec0105,05/08/2019,,JIM-5710-5160-8495,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,3,51.48
8e4a38b5-d4e2-4fc5-955a-63b6a1fe80d4,08/08/2019,,54X-1539-9735-4390,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
a06a1b4a-aca1-4e6d-8b49-10d279198d25,09/08/2019,,PLU-4936-1877-1180,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,2,49.06
3ceaa820-ef71-45aa-8e44-c2943375c667,11/08/2019,,O5E-2134-7417-5130,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,3,88.98
b7162349-42e8-43c5-b737-a8c3a8d605dc,11/08/2019,,TKV-4118-0915-3235,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,3,46.02
f3c97e19-9a88-47b0-a04c-168722c80117,18/08/2019,,4PN-9464-4192-7762,bedding,dog,Snoozer Essentails,,GABWVMEL2R,,,28.04,3,84.12
124625b3-75b2-40dd-9abe-6ca6bbf49fee,26/08/2019,,9T8-4268-8212-2203,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,3,51.48
74d5328e-2b1c-47c0-a139-05caba5a2d49,29/08/2019,,U5B-1864-6118-8216,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,1,36.3
3b703df7-ce8a-4e98-88bf-e229d9940045,30/08/2019,,KKT-2239-0492-1293,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,3,117.96
9c12a0e7-e936-4480-8851-bd74714a0ba9,31/08/2019,,UZG-9079-9123-9454,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,1,29.47
0686c6c0-92ea-477b-9b78-9a466ba4d256,08/09/2019,,92H-9003-9827-6860,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,3,91.89
e98770e6-0376-4424-9299-f58b36c0ebd9,10/09/2019,,SYR-9786-3468-3576,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,1,29.66
525e2268-c032-4dd2-8811-7061d7f2c0e0,10/09/2019,,01D-9110-4462-5421,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
2a13668d-96bc-4350-a903-2c702f78d15e,10/09/2019,,DUB-1443-3450-4058,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,1,30.63
68801edc-2bb9-4a97-b8db-a61380c59e52,21/09/2019,,6IC-6289-3142-4615,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,3,80.85
51987b1c-4eac-405d-a120-f44bb028696c,04/10/2019,,6VM-9779-3475-9530,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,3,46.02
543a9164-7b05-4195-af5d-b5741f0efe91,05/10/2019,,A11-3046-8915-0037,toy,cat,Ball and String,,1W0N5O3XOD,,,16.71,2,33.42
543a9164-7b05-4195-af5d-b5741f0efe91,05/10/2019,,A11-3046-8915-0037,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,3,46.02
b2021c96-ca3d-4d16-9689-6949706e8729,07/10/2019,,JET-0967-2500-3073,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,1,39.24
b2021c96-ca3d-4d16-9689-6949706e8729,07/10/2019,,JET-0967-2500-3073,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,2,78.64
d57360ad-7c79-4f82-aff4-e03aadc1f16e,10/10/2019,,NB5-2633-0522-8379,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,2,49.06
f8f88261-aec1-42fa-9b20-687a37a10187,10/10/2019,,H09-0053-7882-8197,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,3,118.65
50c82438-fe35-4d35-ad7f-fa8316d1ed40,13/10/2019,,EKY-4300-1138-1935,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
50c82438-fe35-4d35-ad7f-fa8316d1ed40,13/10/2019,,EKY-4300-1138-1935,bedding,dog,Whole Chemistry Recipe,medium,I2GQUNYDXW,,,36.3,2,72.6
ee6d3390-4969-43f2-8adf-3601877a2c9d,18/10/2019,,1MK-5419-1276-8899,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,1,29.66
bc664ccb-a551-4d5f-a9f9-5572c464cb30,18/10/2019,,6GK-1195-1412-0400,bedding,dog,Reddy Beddy,large,DJWE1V9LZK,,,23.07,1,23.07
bc664ccb-a551-4d5f-a9f9-5572c464cb30,18/10/2019,,6GK-1195-1412-0400,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,2,30.68
9066fe77-1a81-4bda-801c-a2c85727cb4b,01/11/2019,,MEF-4084-2259-8308,treat,dog,Chewie Dental,,CG3531YP08,,,38.17,2,76.34
bd103657-0a2d-42c1-a9a5-1f56300fad03,02/11/2019,,OTK-3779-3483-4958,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,2,50.96
32887346-1f28-41e6-abc1-d1557c247882,04/11/2019,,A31-3774-3291-3985,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,2,53.9
d90c4757-32ce-41d8-8b94-dee62171e5c3,07/11/2019,,R7K-7198-1269-7049,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,2,50.96
1e52167f-daca-43dd-ab5a-c9564c9e28ae,09/11/2019,,57A-1484-1983-9590,bedding,dog,Reddy Beddy,large,DJWE1V9LZK,,,23.07,1,23.07
208e1a37-e7e9-46fe-8d38-4eab52084968,16/11/2019,,FNZ-3413-2216-2437,bedding,dog,Snoozer Essentails,,GABWVMEL2R,,,28.04,2,56.08
ae46598d-ceab-4f3b-bc6a-e3a30014bd94,16/11/2019,,MAS-0296-0725-6519,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,3,80.85
6caeb6f0-cf5e-40c4-8122-cece673f248a,20/11/2019,,C2S-7281-7217-2407,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,1,26.95
01377bb1-c64c-40e8-903a-797c7b521e23,23/11/2019,,6DS-7943-8490-8211,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,1,17.16
9661b347-470c-4a8b-8924-fda98c4e935c,27/11/2019,,UTC-6006-9137-1473,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,3,108.9
9661b347-470c-4a8b-8924-fda98c4e935c,27/11/2019,,UTC-6006-9137-1473,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,2,50.96
37dbbf1c-40a9-4a9f-8318-51d1d29319bc,06/12/2019,,LXL-2026-1169-6850,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,2,72.6
37dbbf1c-40a9-4a9f-8318-51d1d29319bc,06/12/2019,,LXL-2026-1169-6850,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,1,15.34
bc664ccb-a551-4d5f-a9f9-5572c464cb30,10/12/2019,,0HI-4183-3360-8151,treat,cat,Tuna Tasties,,A8SU9C4GLF,,,14.53,3,43.59
0e350b95-4e93-4e03-a065-e9fc95aefbd1,10/12/2019,,K7R-0164-9843-3809,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,3,73.59
77b13a1f-3598-44db-a49f-0453e3a8f1ce,10/12/2019,,NBO-9145-6890-2675,bedding,cat,Snoozer Hammock,,V4B4RNS3ZP,,,34.38,1,34.38
886b676e-6a20-4bef-9f32-98d811b20131,16/12/2019,,W23-9550-1483-6671,treat,dog,Snoozer Hammock,,CG3531YP08,,,38.17,3,114.51
09eccaae-a1a5-4bb9-a122-edb5fc86eea1,17/12/2019,,YMH-4955-4710-6242,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,1,15.34
9cf29d34-6977-4b8f-a90c-ab917e848e53,20/12/2019,,VYT-4356-8978-3583,treat,cat,Snack-em Fish,,28LQOI0LSK,,,19.96,2,39.92
78e8918d-8898-474a-b089-3c66d61651fe,28/12/2019,,JN5-3731-7674-6354,treat,dog,All Veggie Yummies,,OWFPW3WZHG,,,25.48,2,50.96
f117cb4a-44c6-45bb-b152-e9fa13f3151a,28/12/2019,,RBJ-7695-2148-6334,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,3,118.65
3abcd825-4ae2-4469-9200-1482a1b1143c,29/12/2019,,TOR-8115-0710-3040,bedding,cat,Snoozer Hammock,,V4B4RNS3ZP,,,34.38,2,68.76
9661b347-470c-4a8b-8924-fda98c4e935c,04/01/2020,,UIR-2760-1217-0744,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,2,78.64
3ad0be32-a421-494e-a800-5300e9e3ef82,06/01/2020,,79G-0648-0529-7541,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,3,117.72
f9056699-c3b1-4bea-900d-525571d8dc0e,07/01/2020,,6HK-4885-0227-3746,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,1,15.34
39c18313-0232-4ab7-8d31-c9a812d43228,17/01/2020,,WO7-0758-9583-2546,toy,dog,Snack-em Fish,,IZBHF5KR79,,,21.82,1,21.82
50602cca-d159-4002-84aa-44bf970badf3,22/01/2020,,2CT-5208-4608-4140,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,2,53.9
9d3ab31c-320e-40b8-8b99-5519e7ffd668,24/01/2020,,UHP-7002-5716-7862,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,1,39.32
d66afc38-8750-4860-9f78-13fa90af20f3,27/01/2020,,F6V-7804-7779-7020,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,1,19.96
a9db601a-ff58-48e0-94d5-6888d5890f87,29/01/2020,,TEM-6615-3245-7573,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,2,59.32
d63ce3da-22dd-46b6-b3e2-5281cdf6c0f2,30/01/2020,,I0B-5452-3895-8362,bedding,dog,Cat Cave,medium,I2GQUNYDXW,,,36.3,3,108.9
e68f0093-1145-4be7-b2c2-9de5d1a1a100,01/02/2020,,5RI-8633-6387-1078,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,2,72.6
8ecbad18-b446-4131-beaa-13459c42b2aa,01/02/2020,,1D7-1383-8416-8120,bedding,dog,Reddy Beddy,small,KDTMPSBZKZ,,,13.84,1,13.84
e18b862b-ceba-4438-985f-74b97b90c9f7,02/02/2020,,0NH-1764-6245-7955,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,2,59.32
c49dced9-6247-480d-bd32-bd0c22a12dd3,07/02/2020,,DA3-5179-9676-9385,bedding,dog,Snoozer Essentails,,GABWVMEL2R,,,28.04,1,28.04
7685ca08-371c-466e-876d-84bed780b299,08/02/2020,,7EP-5239-1645-7690,food,cat,Purr Mix,,O5FYJLBE0H,,,24.53,1,24.53
b22c9c90-99f0-4bd1-9e44-4c006f75e827,16/02/2020,,3N3-3660-1039-1510,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,2,39.92
9516050d-5b94-4c62-b137-4619512537d2,18/02/2020,,T8I-9166-8376-7876,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,1,19.96
1d16d87c-cfaa-4cf6-90f1-c758081dbed6,20/02/2020,,LQB-9024-5037-4113,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,2,79.1
19f7c3ca-be7c-465d-ac66-87b8c9f4bb05,23/02/2020,,B27-8900-9544-9171,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
f9633e23-e8a7-4f73-bfc2-21b24ef0c824,02/03/2020,,QTO-9794-5018-7244,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,1,21.82
7f5111f6-53c9-4316-b134-dd8c3b6b29f7,08/03/2020,,TAI-6046-9953-7908,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,3,88.41
N/A,08/03/2020,,TAI-6046-9953-7908,food,cat,Fetch Blaster,,O5FYJLBE0H,,,24.53,2,49.06
4e9f67f6-968d-44e3-9544-0ed61742ccca,10/03/2020,,7XZ-6398-3589-3099,toy,dog,Fetch Blaster,,M291KHJ4LW,,,29.47,3,88.41
4e9f67f6-968d-44e3-9544-0ed61742ccca,10/03/2020,,7XZ-6398-3589-3099,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,3,117.96
9d983de4-cd8f-4d91-b1f9-419b044cb2c0,12/03/2020,,1YR-3971-6042-1854,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,1,21.82
e5f02def-8064-4995-a01b-9b30b097794e,13/03/2020,,Y20-5374-6540-0806,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
a69cca03-92ee-462e-bf58-b6fee9ec2cf2,18/03/2020,,AY0-1789-8103-7174,treat,cat,Tuna Tasties,,A8SU9C4GLF,,,14.53,2,29.06
5929a0e9-95a7-4dbf-896e-c11d1988615e,23/03/2020,,DG7-5410-5845-1340,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
9d92f453-84ec-4beb-acc1-2b9d1cce8910,23/03/2020,,VNE-3176-7360-2440,food,dog,Whole Chemistry Recipe,small,6K4AUUS730,,,18.53,3,55.59
a26221ab-fcbf-4315-a4ee-c8f310a02a40,27/03/2020,,5QW-4856-6214-7044,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,2,34.32
32ed4ca3-b083-4f8d-b044-b2915221f4bd,30/03/2020,,3OM-4563-8524-8748,bedding,cat,Snoozer Hammock,,V4B4RNS3ZP,,,34.38,1,34.38
95e86916-7de0-4c24-8c7b-d4184a276313,31/03/2020,,FH2-8581-0943-5114,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,2,39.92
e4bc9971-54a9-4fdb-97e5-6c5ad9d87994,02/04/2020,,D3D-2667-7601-4187,treat,cat,Tuna Tasties,,A8SU9C4GLF,,,14.53,2,29.06
12ce947b-e8d7-46a3-bedd-771b1b46d594,03/04/2020,,F8W-6050-3371-5101,bedding,cat,Cat Cave,,058G0P7V60,,,29.66,3,88.98
984ee8c4-6548-4f58-8592-083e7b0f9db7,05/04/2020,,SJB-9324-2700-5542,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,3,117.72
ab84d135-5cb0-459a-805a-b985889c8cb8,06/04/2020,,376-9941-7935-3941,toy,dog,Chomp-a Plush,,3HDX5H4WTM,,,39.24,1,39.24
1c46cb8b-577c-48c7-90e2-4223ec9b25eb,09/04/2020,,3LT-5477-1536-3700,bedding,dog,Reddy Beddy,medium,I2GQUNYDXW,,,36.3,1,36.3
4dd660fb-9365-4744-a629-56dbd1deb091,10/04/2020,,O6B-7737-4420-0248,treat,cat,Tuna Tasties,,A8SU9C4GLF,,,14.53,2,29.06
27d9ecd5-975f-4dd5-a899-95f01ff0b8e5,10/04/2020,,FEH-4504-4762-6886,bedding,dog,Tuna Tasties,medium,I2GQUNYDXW,,,36.3,2,72.6
f4185e9a-29f3-4112-835d-c487cbcb9dca,13/04/2020,,DAQ-6048-4270-9016,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,3,118.65
573e169d-d39a-4d6d-a4f9-05d48be63898,15/04/2020,,LHH-6976-4060-7912,toy,cat,Kitty Climber,,W86BRJ9SSG,,,39.32,2,78.64
1688f317-0214-4182-9860-a5f861ffee8a,18/04/2020,,8NO-5647-2568-1754,toy,cat,Scratchy Post,,MPH6SCD7UT,,,26.95,1,26.95
63e730a0-ff05-495e-a420-34063b66cfd0,22/04/2020,,D3I-6237-1649-0772,food,dog,New Dish,large,NYW2F6CPBY,,,17.16,1,17.16
b20d6c81-2021-4eb2-bbdd-2263721d652f,24/04/2020,,LAQ-1426-7637-9037,treat,dog,Chewie Dental,,CG3531YP08,,,38.17,3,114.51
edf0c7f5-09a6-452b-aaec-bc0c8cfda4d6,29/04/2020,,MEK-5743-3554-4680,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,2,79.1
N/A,01/05/2020,,VXO-8072-6757-0780,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,1,30.63
334ca5b8-9a22-4264-a721-e302c2b9b25f,10/05/2020,,9C8-7330-3384-7907,treat,cat,Purrfect Puree,,28LQOI0LSK,,,19.96,2,39.92
041686b3-ef2e-4ae9-a349-985bd6dafed3,13/05/2020,,VKU-1242-8480-2800,bedding,cat,Purrfect Puree,,058G0P7V60,,,29.66,3,88.98
bac5ec3b-d506-4cd3-b2c1-6a500da0ae15,13/05/2020,,OVD-5029-2336-9730,food,cat,Yum Fish-Dish,,GZCJZ3ET04,,,30.63,2,61.26
8f7f6476-f7a3-4d1b-ac3b-2868cc7f9b1f,15/05/2020,,KOP-4215-6464-9977,toy,dog,Tug-a-Back,,IZBHF5KR79,,,21.82,3,65.46
e881497a-9232-4c23-89a0-7f2cfe20ce1b,16/05/2020,,DH0-5008-7799-0110,toy,cat,Foozy Mouse,,8PYSMLYINS,,,10.8,2,21.6
208e1a37-e7e9-46fe-8d38-4eab52084968,18/05/2020,,U7Q-9541-3921-0927,treat,cat,Feline Fix Mix,,RKAPY3I1TP,,,39.55,2,79.1
c1cde6b4-9787-48a4-9197-e5e5d905f2ed,23/05/2020,,IN7-4576-5737-8793,treat,cat,Snack-em Fish,,ORGRBTIKZR,,,15.34,3,46.02
